,date,symbol,gap,pos_type,now_open
232428,2020-01-29,TXT,0.03851204438,short,47.31250655
174236,2020-01-29,PFG,0.0380686445,short,51.69527124
255961,2020-01-29,YINN,0.03467559149,short,18.26210076
125108,2020-01-29,KOLD,0.03350574556,short,49.97000122
54930,2020-01-29,CRUS,0.03240514832,short,86.01999664
191591,2020-01-29,RMBS,0.0319573587,short,15.5
145210,2020-01-29,MPC,0.03155108216,short,50.04014382
93260,2020-01-29,GBT,0.03080207086,short,72.62000275
230058,2020-01-30,TSLA,0.08852134534,short,126.4840012
184564,2020-01-30,QRVO,0.08030559599,short,121.6100006
54931,2020-01-30,CRUS,0.07437813564,short,87.68000031
134069,2020-01-30,LRCX,0.06766799892,short,311.0839759
255239,2020-01-30,YANG,0.06761568264,short,47.91688587
156907,2020-01-30,NOW,0.06646859936,short,333.730011
70834,2020-01-30,EDZ,0.06625834186,short,38.25564211
9836,2020-01-30,AMBA,0.06593213989,short,61.91999817
147566,2020-01-30,MTH,0.06537078639,short,73.98999786
193905,2020-01-30,RUTH,0.06528495471,short,20.39463712
238318,2020-01-30,UVXY,0.05887099235,short,131.3000031
158275,2020-01-30,NTCT,0.05863194484,short,26
74604,2020-01-30,ENVA,0.05606001108,short,26.75
193756,2020-01-30,RUN,0.0560471276,short,17.89999962
66038,2020-01-30,DRIP,0.0537689432,short,84.09902157
246072,2020-01-30,VVNT,0.05202321188,short,18.20000076
49499,2020-01-30,CNMD,0.05105777739,short,110.1448361
38083,2020-01-30,CACI,0.05000380356,short,280.5400085
199268,2020-01-30,SCYX,0.04864862803,short,9.699999809
159862,2020-01-30,NUWE,0.04761900076,short,13.19999981
85615,2020-01-30,FIBK,0.04467340823,short,36.55891866
3396,2020-01-30,ADM,0.04441381614,short,43.32307347
139256,2020-01-30,MDGL,0.04342511378,short,85.30000305
198595,2020-01-30,SCO,0.04156013798,short,65.16000366
37596,2020-01-30,BZQ,0.04143782581,short,41.70016866
11934,2020-01-31,AMZN,0.09664395396,short,2051.469971
189191,2020-01-31,RETA,0.08611630227,short,210.75
86544,2020-01-31,FLEX,0.08191657295,short,14
255240,2020-01-31,YANG,0.06043016831,short,49.22462037
46058,2020-01-31,CL,0.06002588608,short,70.75003157
150505,2020-01-31,NATI,0.05351016105,short,44.21888107
70835,2020-01-31,EDZ,0.04669156907,short,39.18456533
61501,2020-01-31,DECK,0.04622841765,short,185.5800018
178908,2020-01-31,POWI,0.04541720347,short,50.50612045
108771,2020-01-31,IBM,0.04481966873,short,125.2390371
66039,2020-01-31,DRIP,0.04285566185,short,82.52420499
204063,2020-01-31,SIGI,0.04135670421,short,68.14118929
76525,2020-01-31,ERY,0.04110404445,short,52.40266053
142229,2020-01-31,MITK,0.04064161981,short,9.729999542
198596,2020-01-31,SCO,0.03982307713,short,65.80000305
67360,2020-01-31,DUG,0.03923301534,short,47.13774696
37597,2020-01-31,BZQ,0.03813755143,short,41.90006781
136486,2020-01-31,MAN,0.0377941504,short,93.8602512
238319,2020-01-31,UVXY,0.03719008264,short,125.5
16686,2020-01-31,ARNA,0.03684327694,short,45.59000015
79302,2020-01-31,EW,0.0362867279,short,80.81999969
244572,2020-01-31,VRTX,0.03621204649,short,238.6499939
148200,2020-01-31,MTX,0.03425778554,short,56.69638994
248097,2020-01-31,WDC,0.03285546547,short,68.2657716
91934,2020-01-31,FWBI,0.02970291524,short,9.359999657
